num,raw_text
148,"A video encoding apparatus comprises an encoder encoding input video; a decoder decoding video data, and a filter to compensate for a pixel value of the encoded video data. An adaptive loop filter (ALF) parameter predictor generates an ALF filter parameter using the decoded video data. The ALF filter parameter is applied to an ALF filter to compensate a current pixel by using a pixel adjacent to the current pixel and a filter coefficient with respect to the neighboring pixel; a sample adaptive offset (SAO) filter unit applied to the decoded video data compensates for a current pixel by using at least one of an edge offset and a band offset; an ALF filter unit applies the ALF filter parameter, the ALF filter to video data to which the SAO filter has been applied; and an entropy encoder performs entropy encoding on the ALF filter parameter."
149,"Innovations in encoder-side decisions that use the results of hash-based block matching when setting parameters are presented. For example, some of the innovations relate to ways to select motion vector precision depending on the results of hash-based block matching. Other innovations relate to ways to selectively disable sample adaptive offset filtering depending on the results of hash-based block matching. Still other innovations relate to ways to select which reference pictures to retain in a reference picture set depending on the results of hash-based block matching."
150,"A method for signaling sample adaptive offset (SAO) band offset syntax elements in a video encoder is provided that includes receiving a plurality of band offset syntax elements, entropy encoding an absolute value of a magnitude of each band offset syntax element in a compressed video bit stream, and entropy encoding a sign of each non-zero band offset syntax element in the compressed video bit stream following the absolute values of the magnitudes."
151,"An adaptive offset filter (60) adds an offset to the pixel value of each pixel forming an input image. The adaptive offset filter (60) refers to offset-type specifying information, sets offset attributes for a subject unit area of the input image, decodes an offset having a bit width corresponding to an offset value range included in the set offset attributes, and adds the offset to the pixel value of each pixel forming the input image."
152,"A method for sample adaptive offset (SAO) filtering in a video encoder is provided that includes estimating SAO parameters for color components of a largest coding unit (LCU) of a picture, wherein estimating SAO parameters includes using at least some non-deblock-filtered reconstructed pixels of the LCU to estimate the SAO parameters, performing SAO filtering on the reconstructed LCU according to the estimated SAO parameters, and entropy encoding SAO information for the LCU in a compressed video bit stream, wherein the SAO information signals the estimated SAO parameters for the LCU."
153,"A device for encoding video data may be configured to encode video data according to a set of sample adaptive offset (SAO) types; perform a plurality of coding passes to test a subset of the SAO types for a first block of video data, wherein the subset is smaller than the set; select from the subset of SAO types an SAO type for the first block of video data; and generate for inclusion in an encoded bitstream, information for identifying the selected SAO type for the first block."
154,"A video encoding method and apparatus, and a video decoding method and apparatus for generating a reconstructed image having a minimized error between an original image and the reconstructed image. The video decoding method accompanied by a sample adaptive offset (SAO) adjustment, the method includes: obtaining 5 slice SAO parameters with respect to a current slice from a slice header of a received bitstream; obtaining luma SAO use information for a luma component of the current slice and chroma SAO use information for chroma components thereof from among the slice SAO parameters; determining whether to perform a SAO operation on the luma component of 10 the current slice based on the obtained luma SAO use information; and equally determining whether to perform the SAO adjustment on a first chroma component and a second chroma component of the current slice based on the obtained chroma SAO use information."
155,"The present disclosure relates to signaling of sample adaptive offset (SAO) parameters determined to minimize an error between an original image and a reconstructed image in video encoding and decoding operations. An SAO decoding method includes obtaining context-encoded leftward SAO merge information and context-encoded upward SAO merge information from a bitstream of a largest coding unit (MCU); obtaining SAO on/off information context-encoded with respect to each color component, from the bitstream; if the SAO on/off information indicates to perform SAO operation, obtaining absolute offset value information for each SAO category bypass-encoded with respect to each color component, from the bitstream; and obtaining one of band position information and edge class information bypass-encoded with respect to each color component, from the bitstream."
156,"A method and apparatus for sharing context among different SAO syntax elements for a video coder are disclosed. Embodiments of the present invention apply CABAC coding to multiple SAO syntax elements according to a joint context model, wherein the multiple SAO syntax elements share the joint context. The multiple SAO syntax elements may correspond to SAO merge left flag and SAO merge up flag. The multiple SAO syntax elements may correspond to SAO merge left flags or merge up flags associated with different color components. The joint context model can be derived based on joint statistics of the multiple SAO syntax elements. Embodiments of the present invention code the SAO type index using truncated unary binarization, using CABAC with only one context, or using CABAC with context mode for the first bin associated with the SAO type index and with bypass mode for any remaining bin."
157,"A method and apparatus for loop filter processing of video data in a video encoder or decoder are disclosed. Embodiments according to the present invention conditionally allow sharing of loop filter parameters. In one embodiment, sharing of loop filter information between the current block and a neighboring block is determined according to a condition. If the condition indicates that sharing of loop filter information is allowed, a merge flag is coded and incorporated in the video bitstream in an encoder, and a merge flag is parsed from the video bitstream and decoded in a decoder. In one embodiment, the condition depends on region partitioning of the picture, where region partitioning partitions the picture into regions and the region may correspond to a slice or a tile. The condition is set to indicate that sharing of loop filter information is allowed if the block and the neighboring block are in a same slice/tile."
158,"Offset values, such as Sample Adaptive Offset (SAO) values in video coding standards such as the High Efficiency Video Coding standard (HEVC), may be improved by performing calculations and operations that improve the preciseness of these values without materially affecting the signal overhead needed to transmit the more precise values. Such calculations and operations may include applying a quantization factor to a video sample and at least some of its neighbors, comparing the quantized values, and classifying the video sample as a minimum, maximum, or one of various types of edges based on the comparison. Other sample range, offset mode, and/or offset precision parameters may be calculated and transmitted with metadata to improve the precision of offset values."
159,"A method for signaling sample adaptive offset (SAO) band offset syntax elements in a video encoder is provided that includes receiving a plurality of band offset syntax elements, entropy encoding an absolute value of a magnitude of each band offset syntax element in a compressed video bit stream, and entropy encoding a sign of each non-zero band offset syntax element in the compressed video bit stream following the absolute values of the magnitudes."
160,A sampling filter process is provided for scalable video coding. The process provides for re-sampling using video data obtained from an encoder or decoder process of a base layer (BL) in a multi-layer system using adaptive phase shifting to improve quality in Scalable High efficiency Video Coding (SHVC). In order to compensate for phase offsets introduced by downsampling an appropriate phase offset adjustment is made for upsampling in SHVC with an appropriate offset included for proper luma/chroma color space positions. In one approach the luma/chroma phase offset is specified and a filter is selected to apply the appropriate phase change.
161,"Provided is a method for encoding parameter sets at slice level. The method includes: when there are one or more parameter sets, in which the coding tool parameters are identical to the coding tool parameters of a part of coding tools used for the current slice, in the existing parameter sets, encoding the identifiers of parameter sets into bit-stream of the current slice, wherein a parameter set contains common information of the coding tools used in the process of encoding/decoding slice(s). Correspondingly, also provided is a method for decoding parameter sets at slice level and a device for encoding and decoding parameter sets at slice level, which can make full use of the encoded parameter set information when the slice header refers to a plurality of parameter sets, implement flexible configuration of the coding tools used in the process of encoding/decoding slice(s) and reduce information redundancy."
162,"Provided are a method and apparatus for encoding and decoding images based on constrained offset compensation and a loop filter. The image decoding apparatus: receives, from an encoder, a first indicator indicating whether a sequence, a picture, a frame, a slice, a coding unit (CU), a prediction unit (PU), and/or a transform unit (TU) supports constrained offset compensation; receives, from the encoder, a second indicator indicating whether constrained sample adaptive offset (SAO) compensation or an adaptive loop filter (ALF) is applied; receives a parameter from the encoder; and applies the SAO compensation or the ALF to pixels of a restored image on the basis of the second indicator and the parameter."
163,"This disclosure describes techniques for coding video data. In particular, this disclosure describes techniques for loop filtering for video coding. The techniques of this disclosure may apply to loop filtering and/or partial loop filtering across block boundaries in scalable video coding processes. Loop filtering may include, for example, one or more of adaptive loop filtering (ALF), sample adaptive offset (SAO) filtering, and deblocking filtering."
164,"The present invention relates to an image information encoding and decoding method and a device for same. One embodiment of an image information encoding method according to the present invention, as an image information encoding method according to another embodiment of the present invention, includes the steps of: generating a restore block; applying a deblocking filter on the restore block; applying a Sample Adaptive Offset (SAO) on the restore block having the deblocking filter applied thereon; and transmitting information on the SAO application. During the applying of the SAO, the SAO is applied to chroma pixels, and during the transmitting of the information, in addition to information on whether the SAO is applied on the chroma pixels, at least one of area information, division information on the SAO coverage area, SAO type information, and SAO offset information is transmitted."
165,"An image coding method includes: performing context arithmetic coding to consecutively code (i) first information indicating whether or not to perform sample adaptive offset (SAO) processing for a first region of an image and (ii) second information indicating whether or not to use, in the SAO processing for the first region, information on SAO processing for a region other than the first region, the context arithmetic coding being arithmetic coding using a variable probability, the SAO processing being offset processing on a pixel value; and performing bypass arithmetic coding to code other information which is information on the SAO processing for the first region and different from the first information or the second information, after the first information and the second information are coded, the bypass arithmetic coding being arithmetic coding using a fixed probability."
166,"A video encoder generates a sequence of sample adaptive offset (SAO) syntax elements for a coding tree block. The SAO syntax elements include regular context-adaptive binary arithmetic coding (CABAC) coded bins for a color component and bypass-coded bins for the color component. None of the bypass-coded bins is between two of the regular CABAC-coded bins in the sequence. The video encoder uses regular CABAC to encode the regular CABAC-coded bins and uses bypass coding to encode the bypass-coded bins. The video encoder outputs the SAO syntax elements in a bitstream. A video decoder receives the bitstream, uses regular CABAC to decode the regular CABAC-coded bins, uses bypass coding to decode the bypass-coded bins, and modifies a reconstructed picture based on the SAO syntax elements."
167,"A method is provided for forming a zeolitic imidazolate framework composition using at least one reactant that is relatively insoluble in the reaction medium. Also provided herein is a material made according to the method, designated either as EMM-19 or as EMM-19*, and a method of using same to adsorb and/or separate gases, such as carbon dioxide."
168,"A method is provided for replacing at least a portion of the organic linker content of a zeolitic imidazolate framework composition. The method comprises exchanging the organic linker with another organic linker. Also provided is a new material, designated as EMM-19, and a method of using EMM-19 to adsorb gases, such as carbon dioxide."
169,"Systems, methods, and devices are disclosed that encode video, decode video, or both. These systems, methods, and devices generate and/or receive an enable syntax element in an encoded bitstream, wherein the enable syntax element indicates whether a loop filter is turned on or turned off for a group of video blocks. They also generate or receive one or more additional syntax elements identifying parameters for the loop filter for the group of video blocks in response to the enable syntax element indicating the loop filter is turned on for the group of video blocks. These systems, methods, and devices also perform the loop filter for the group of video blocks based on the received enable syntax element."
170,"Techniques for signaling of sample adaptive offset (SAO) information that may reduce the coding rate for signaling such information in the compressed bit stream are provided. More specifically, techniques are provided that allow SAO information common to two or more of the color components to be signaled using one or more syntax elements (flags or indicators) representative of the common information. These techniques reduce the need to signal SAO information separately for each color component."
171,"A method for sample adaptive offset (SAO) filtering in a video encoder is provided that includes estimating SAO parameters for color components of a largest coding unit (LCU) of a picture, wherein estimating SAO parameters includes using at least some non-deblock-filtered reconstructed pixels of the LCU to estimate the SAO parameters, performing SAO filtering on the reconstructed LCU according to the estimated SAO parameters, and entropy encoding SAO information for the LCU in a compressed video bit stream, wherein the SAO information signals the estimated SAO parameters for the LCU."
172,"This disclosure relates to techniques for performing sample adaptive offset (SAO) processes in a video coding process. A video coder may store sets of SAO information. The SAO information may include data indicative of offset values. The video coder may also store mapping information that maps at least some of the sets of SAO information for one or more sequence partitions of a frame of video data. Additionally, the video coder may perform the SAO processes for one of the partitions of the frame based on the stored SAO information and the stored mapping information."
173,"Techniques for performing sample adaptive offset (SAO) and adaptive loop filter (ALF) processes in a video coding process are described. The SAO and ALF processes may be combined. In one example, the determination of offset values for a SAO filter process may be based on classifications used in an ALF process. In one example, an ALF classification that indicates a particular directional characteristic of a video block may be used to determine how and whether an SAO filter process is applied to each sample within the video block."
174,The disclosure relates generally to a gas-separation system for separating one or more components from a multi-component gas using Zeolitic imidazolate or imidazolate-derived framework.
175,"The disclosure provides zeolitic frameworks for gas separation, gas storage, catalysis and sensors. More particularly the disclosure provides zeolitic frameworks (ZIFs). The ZIF of the disclosure comprises any number of transition metals or a homogenous transition metal composition."
176,"Process for the preparation of a crystalline solid comprising at least one zeolitic material, in which the solid is crystallized from at least one precursor compound and the reaction discharge of the crystallization is fed directly to a drying stage."
177,"The data management method applies to a multilevel nonvolatile memory device having a memory array formed by a plurality of memory cells. Each of the memory cells stores a number of bits that is not an integer power of two, for example three. In this way, one data byte is stored in a non-integer number of memory cells. The managing method includes storing, in a same clock cycle, a data word formed by a plurality of bytes, by programming a preset number of adjacent memory cells. Reading is performed by reading, in a same clock cycle, the stored data word."
178,"A method and a device for encoding/decoding images are disclosed. The method for encoding images comprises the steps of: deriving a scan type of a residual signal for a current block according to whether or not the current block is a transform skip block; and applying the scan type to the residual signal for the current block, wherein the transform skip block is a block to which transform for the current block is not applied and is specified on the basis of information indicating whether or not transform for the current block is to be applied."
179,"Method and apparatus of coding pictures containing one or more virtual boundaries, such as 360-degree virtual reality (VR360) video are disclosed. According to this method, a reconstructed filtered unit associated with a loop filter for a current reconstructed pixel is received. The loop filtering process associated with the loop filter is applied to the current reconstructed pixel to generate a filtered reconstructed pixel, where if the loop filtering process for the current reconstructed pixel is across a virtual boundary of the picture, the loop filtering process is disabled when fixed-size loop filtering is used or a smaller-size loop filter is selected when adaptive-size loop filtering is used for the current reconstructed pixel, where the filtered reconstructed pixel is the same as the current reconstructed pixel when the loop filtering process is disabled. The filtered reconstructed pixel is the same as the current reconstructed pixel."
180,"A method of decoding an encoded video bitstream using at least one processor includes obtaining a video coding layer (VCL) network abstraction layer (NAL) unit; determining whether the VCL NAL unit is a first VCL NAL unit of a picture unit (PU) containing the VCL NAL unit; based on determining that the VCL NAL unit is the first VCL NAL unit of the PU, determining whether the VCL NAL unit is a first VCL NAL unit of an access unit (AU) containing the PU; and based on determining that the VCL NAL unit is the first VCL NAL unit of the AU, decoding the AU based on the VCL NAL unit."
181,"Aspects of the disclosure include methods, apparatuses, and non-transitory computer-readable storage mediums for video encoding/decoding. An apparatus includes processing circuitry that decodes prediction information of a current block in a current picture that is a part of a video bitstream. The processing circuitry determines that a first plurality of coding tools is enabled and a second plurality of coding tools is disabled for the current block based on a syntax element included in the video bitstream. The first plurality of coding tools includes a deblocking filter. The second plurality of coding tools includes at least one of a sample adaptive offset filter, an intra sub-partitioning, and a matrix based intra prediction. The processing circuitry reconstructs the current block based on the first plurality of coding tools being enabled and the second plurality of coding tools being disabled."
182,"The present invention relates to a method for encoding and decoding image information and to an apparatus using same, and the method for encoding the image information, according to the present invention, comprises the steps of: generating a recovery block; applying a deblocking filter to the recovery block; applying a sample adaptive offset (SAO) to the recovery block to which the deblocking filter is applied; and transmitting the image information including information on the SAO which is applied, wherein in the step of transmitting, information for specifying bands that cover a scope of a pixel value, to which a band off set is applied, is transmitted when the band offset is applied during the step of applying the SAO."
183,"A method for sample adaptive offset (SAO) filtering and SAO parameter signaling in a video encoder is provided that includes determining SAO parameters for largest coding units (LCUs) of a reconstructed picture, wherein the SAO parameters include an indicator of an SAO filter type and a plurality of SAO offsets, applying SAO filtering to the reconstructed picture according to the SAO parameters, and entropy encoding LCU specific SAO information for each LCU of the reconstructed picture in an encoded video bit stream, wherein the entropy encoded LCU specific SAO information for the LCUs is interleaved with entropy encoded data for the LCUs in the encoded video bit stream. Determining SAO parameters may include determining the LCU specific SAO information to be entropy encoded for each LCU according to an SAO prediction protocol."
184,"Aspects of the disclosure provide methods and apparatuses for video encoding/decoding. In some examples, an apparatus for video decoding includes processing circuitry that determines, from a coded video bitstream, a portion of a block is subject to a zero-out operation based on a threshold number of samples being less than a number of samples in one of a height dimension or a width dimension of the block. The processing circuitry determines whether a mixture of a lossless coding mode and one or more lossy coding modes is allowed in the coded video bitstream. The processing circuitry reconstructs the block based on the one or more lossy coding modes in response to (i) the mixture of the lossless coding mode and the one or more lossy coding modes being allowed in the coded video bitstream and (ii) the portion of the block being subject to the zero-out operation."
185,"An example device for decoding video data, the device including a memory configured to store video data; and one or more processors implemented in circuitry and configured to: determine that adaptive loop filter (ALF) information can be present in a picture header of a picture of the video data and cannot be present in a slice header; in response to determining that the ALF information can be present in the picture header and cannot be present in the slice header, determine that a picture header syntax structure is not present in the slice header (e.g., without decoding data representing a value for a syntax element indicating whether the picture header syntax structure is present in the slice header); and decode the picture according to the determination that the picture header syntax structure is not present in the slice header."
186,"The present invention relates to a method for encoding and decoding image information and to an apparatus using same, and the method for encoding the image information, according to the present invention, comprises the steps of: generating a recovery block; applying a deblocking filter to the recovery block; applying a sample adaptive offset (SAO) to the recovery block to which the deblocking filter is applied; and transmitting the image information including information on the SAO which is applied, wherein in the step of transmitting, information for specifying bands that cover a scope of a pixel value, to which a band off set is applied, is transmitted when the band offset is applied during the step of applying the SAO."
187,"An inter-prediction method according to the present invention comprises the steps of: deriving motion information of a current block; and generating a prediction block for the current block on the basis of the derived motion information. According to the present invention, computational complexity can be reduced and encoding efficiency can be improved."
188,"The present invention provides an image encoding method and an image decoding method. The image decoding method, according to the present invention, comprises the steps of: decoding information associated with a clipping range of a current block; and performing sample adaptive offset (SAO) filtering on the basis of the information associated with the clipping range, wherein the information associated with the clipping range may include information on the maximum and minimum values of a pixel value included in the current block."
189,"Offset values, such as Sample Adaptive Offset (SAO) values in video coding standards such as the High Efficiency Video Coding standard (HEVC), may be improved by performing calculations and operations that improve the preciseness of these values without materially affecting the signal overhead needed to transmit the more precise values. Such calculations and operations may include applying a quantization factor to a video sample and at least some of its neighbors, comparing the quantized values, and classifying the video sample as a minimum, maximum, or one of various types of edges based on the comparison. Other sample range, offset mode, and/or offset precision parameters may be calculated and transmitted with metadata to improve the precision of offset values."
190,"A method for sample adaptive offset (SAO) filtering in a video encoder is provided that includes estimating SAO parameters for color components of a largest coding unit (LCU) of a picture, wherein estimating SAO parameters includes using at least some non-deblock-filtered reconstructed pixels of the LCU to estimate the SAO parameters, performing SAO filtering on the reconstructed LCU according to the estimated SAO parameters, and entropy encoding SAO information for the LCU in a compressed video bit stream, wherein the SAO information signals the estimated SAO parameters for the LCU."
191,"An encoder includes processing circuitry and memory. Using the memory, the processing circuitry: encodes and reconstructs an image to generate a reconstructed image; determines, according to a characteristic of a block in the reconstructed image, an interpolation method for interpolating pixels located outside a referable region including the block; interpolates the pixels located outside the referable region, using the interpolation method determined; and applies a filter to the block using the pixels interpolated."
192,"A video coding device, comprising a sequence of filters that are configurable by one or more primary parameters and one or more secondary parameters, and a filter controller configured to adjust the one or more secondary parameters based on the one or more primary parameters and based on a strength criterion of the sequence of filters."
193,"Method and apparatus of coding a video sequence are disclosed. According to this method, a first syntax is signalled in or parsed from a bitstream, where the first syntax indicates whether a loop filtering process is disabled for one or more virtual boundaries in a corresponding region. A reconstructed filter unit in a current picture is received, wherein the reconstructed filter unit is associated with the loop filter and the reconstructed filter unit comprises reconstructed pixels for applying a loop filtering process associated with the loop filter to a current reconstructed pixel. When the first syntax is true, the loop filter processing is disabled when the reconstructed filter unit is across said one or more virtual boundaries in the corresponding region. When the first syntax is false, the loop filter processing is not disabled when the reconstructed filter unit is across the virtual boundary."
194,"Sample data and metadata related to spatial regions in images may be received from a coded video signal. It is determined whether specific spatial regions in the images correspond to a specific region of luminance levels. In response to determining the specific spatial regions correspond to the specific region of luminance levels, signal processing and video compression operations are performed on sets of samples in the specific spatial regions. The signal processing and video compression operations are at least partially dependent on the specific region of luminance levels."
195,"A method for sample adaptive offset (SAO) filtering and SAO parameter signaling in a video encoder is provided that includes determining SAO parameters for largest coding units (LCUs) of a reconstructed picture, wherein the SAO parameters include an indicator of an SAO filter type and a plurality of SAO offsets, applying SAO filtering to the reconstructed picture according to the SAO parameters, and entropy encoding LCU specific SAO information for each LCU of the reconstructed picture in an encoded video bit stream, wherein the entropy encoded LCU specific SAO information for the LCUs is interleaved with entropy encoded data for the LCUs in the encoded video bit stream. Determining SAO parameters may include determining the LCU specific SAO information to be entropy encoded for each LCU according to an SAO prediction protocol."
196,A sampling filter process is provided for scalable video coding. The process provides for re-sampling using video data obtained from an encoder or decoder process of a base layer (BL) in a multi-layer system using adaptive phase shifting to improve quality in Scalable High efficiency Video Coding (SHVC). In order to compensate for phase offsets introduced by downsampling an appropriate phase offset adjustment is made for upsampling in SHVC with an appropriate offset included for proper luma/chroma color space positions. In one approach the luma/chroma phase offset is specified and a filter is selected to apply the appropriate phase change.
197,"A sample adaptive offset (SAO) filtering method for a reconstructed projection-based frame includes: obtaining at least one padding pixel in a padding area that acts as an extension of a face boundary of a first projection face, and applying SAO filtering to a block that has at least one pixel included in the first projection face. In the reconstructed projection-based frame, there is image content discontinuity between the face boundary of the first projection face and a face boundary of a second projection face. The at least one padding pixel is involved in the SAO filtering of the block."
198,"An inter-prediction method according to the present invention comprises the steps of: deriving motion information of a current block; and generating a prediction block for the current block on the basis of the derived motion information. According to the present invention, computational complexity can be reduced and encoding efficiency can be improved."
199,"An inter-prediction method according to the present invention comprises the steps of: deriving motion information of a current block; and generating a prediction block for the current block on the basis of the derived motion information. According to the present invention, computational complexity can be reduced and encoding efficiency can be improved."
200,"The present invention relates to a method for encoding and decoding image information and to an apparatus using same, and the method for encoding the image information, according to the present invention, comprises the steps of: generating a recovery block; applying a deblocking filter to the recovery block; applying a sample adaptive offset (SAO) to the recovery block to which the deblocking filter is applied; and transmitting the image information including information on the SAO which is applied, wherein in the step of transmitting, information for specifying bands that cover a scope of a pixel value, to which a band off set is applied, is transmitted when the band offset is applied during the step of applying the SAO."
201,"Offset values, such as Sample Adaptive Offset (SAO) values in video coding standards such as the High Efficiency Video Coding standard (HEVC), may be improved by performing calculations and operations that improve the preciseness of these values without materially affecting the signal overhead needed to transmit the more precise values. Such calculations and operations may include applying a quantization factor to a video sample and at least some of its neighbors, comparing the quantized values, and classifying the video sample as a minimum, maximum, or one of various types of edges based on the comparison. Other sample range, offset mode, and/or offset precision parameters may be calculated and transmitted with metadata to improve the precision of offset values."
202,"In general, techniques are described for performing multiple passes of sample adaptive offset (SAO) filtering when coding video data. A video decoding device comprising one or more processors may perform the techniques. The processors may determine a first SAO pixel classification for a block of video data and determine a first offset value based on the first SAO pixel classification and one or more pixel values of the block. The one or more processors may also determine a second SAO pixel classification for the block and determine a second offset value based on the second SAO pixel classification and the one or more pixel values of block of video data. The processors may then apply the first offset value and the second offset value to the block of video data to generate a block of SAO filtered video data."
203,"A method of modified SAO (sample-adaptive offset) processing for a reconstructed picture in a video coding system to improve the performance is disclosed. In one example, a SAO-sign threshold is introduced to determine the sign of the difference between a current reconstructed pixel and a neighboring reconstructed pixel. A range of difference values greater than the negative SAO-sign threshold and smaller than the positive SAO-sign threshold is assigned to have a sign value of 0. In another example, the SAO-offset value is derived by multiplying the SAO-offset sign with a result from applying left shift by the SAO-bit-shift value to the absolute SAO-offset value. In yet another example, the absolute SAO-offset value is coded by truncated Rice (TR) codes and a maximum TR value is indicated by a syntax element."
204,"An encoder/decoder is described using enhanced signaling mechanisms SAO parameters. The various parameters are signaled in various ways according to different embodiments of the invention. In a first embodiment (embodiment A), SAO on/off is decoupled form SAO type coding, with SAO on/off flags being jointly encoded for all color components. The second embodiment (embodiment B), is similar to embodiment A, but modified for application to JCTVC-J0268. In a third embodiment separate signaling is provided for SAO on/off, SAO types BO and EO, and for BO and EO side information (classes or band position). Each of these enhanced SAO signaling mechanisms provide enhanced coding efficiency."
205,"A video encoding method and apparatus, and a video decoding method and apparatus for generating a reconstructed image having a minimized error between an original image and the reconstructed image. The video decoding method accompanied by a sample adaptive offset (SAO) adjustment, the method includes: obtaining 5 slice SAO parameters with respect to a current slice from a slice header of a received bitstream; obtaining luma SAO use information for a luma component of the current slice and chroma SAO use information for chroma components thereof from among the slice SAO parameters; determining whether to perform a SAO operation on the luma component of 10 the current slice based on the obtained luma SAO use information; and equally determining whether to perform the SAO adjustment on a first chroma component and a second chroma component of the current slice based on the obtained chroma SAO use information."
206,"The present invention relates to an image information encoding and decoding method and a device for same. One embodiment of an image information encoding method according to the present invention, as an image information encoding method according to another embodiment of the present invention, includes the steps of: generating a restore block; applying a deblocking filter on the restore block; applying a Sample Adaptive Offset (SAO) on the restore block having the deblocking filter applied thereon; and transmitting information on the SAO application. During the applying of the SAO, the SAO is applied to chroma pixels, and during the transmitting of the information, in addition to information on whether the SAO is applied on the chroma pixels, at least one of area information, division information on the SAO coverage area, SAO type information, and SAO offset information is transmitted."
207,"The present invention relates to a method for encoding and decoding image information and to an apparatus using same, and the method for encoding the image information, according to the present invention, comprises the steps of: generating a recovery block; applying a deblocking filter to the recovery block; applying a sample adaptive offset (SAO) to the recovery block to which the deblocking filter is applied; and transmitting the image information including information on the SAO which is applied, wherein in the step of transmitting, information for specifying bands that cover a scope of a pixel value, to which a band off set is applied, is transmitted when the band offset is applied during the step of applying the SAO."
208,"A method of manufacturing a lithium ion battery cell. A non-aqueous liquid electrolyte solution is placed in contact with particles of a lithium ion-exchanged zeolite material for a time sufficient to remove water molecules from the liquid electrolyte solution. Thereafter, the liquid electrolyte solution may be introduced into an electrochemical cell assembly and hermetically sealed within a cell casing to form a lithium ion battery cell."
209,"An adaptive offset filter adds an offset to the pixel value of each pixel forming an input image. The adaptive offset filter refers to offset-type specifying information, sets offset attributes for a subject unit area of the input image, decodes an offset having a bit width corresponding to an offset value range included in the set offset attributes, and adds the offset to the pixel value of each pixel forming the input image."
210,"A method of de-blocking filtering a processed video is provided. The processed video includes a plurality of blocks and each block includes a plurality of sub-blocks. A current block of the plurality of blocks includes vertical edges and horizontal edges. The processed video further includes a set of control parameters and reconstructed pixels corresponding to the current block. A boundary strength index is estimated at the vertical edges and at the horizontal edges of the current block. The set of control parameters, the reconstructed pixels corresponding to the current block and partially filtered pixels corresponding to a set of adjacent sub-blocks are loaded. The vertical edges and the horizontal edges of the current block are filtered based on the boundary strength index and the set of control parameters such that a vertical edge of the current block is filtered before filtering at least one horizontal edge of the current block."
211,"A synthetic aperture optics (SAO) imaging method minimizes the number of selective excitation patterns used to illuminate the imaging target, based on the objects' physical characteristics corresponding to spatial frequency content from the illuminated target and/or one or more parameters of the optical imaging system used for SAO. With the minimized number of selective excitation patterns, the time required to perform SAO is reduced dramatically, thereby allowing SAO to be used with DNA sequencing applications that require massive parallelization for cost reduction and high throughput. In addition, an SAO apparatus optimized to perform the SAO method is provided. The SAO apparatus includes a plurality of interference pattern generation modules that can be arranged in a half-ring shape."
212,"According to the present invention, an image-encoding method comprises the following steps: receiving image information; generating a restored block for the current block based on the image information; and generating a finally restored block for the current block by applying an in-loop filter to the restored block on the basis of the image information. According to the present invention, image-encoding/decoding efficiency may be improved."
213,"The present disclosure relates to an image processing apparatus and a method capable of reducing an amount of codes in encoding or decoding. A type setting unit uses a deblocked pixel value to set a type of a filter which is common between components of Y, Cb, Cr in units of LCUs, and provides the type to a syntax write unit. An offset setting unit uses a deblocked pixel value to set an offset independent for each of components of Y, Cb, Cr in units of LCUs. An SAO control information setting unit provides the offset or a merge flag, which is set by referring to the offset given by the offset setting unit, to the syntax write unit. The present disclosure can be applied to, for example, an image processing apparatus."
214,"An adaptive offset filter (60) adds an offset to the pixel value of each pixel forming an input image. The adaptive offset filter (60) refers to offset-type specifying information, sets offset attributes for a subject unit area of the input image, decodes an offset having a bit width corresponding to an offset value range included in the set offset attributes, and adds the offset to the pixel value of each pixel forming the input image."
215,"Disclosed herein are exemplary embodiments of innovations in the area of encoding pictures or portions of pictures (e.g., slices, coding tree units, or coding units) and determining whether and how certain filtering operation should be performed and flagged for performance by the decoder in the bitstream. In particular examples, various implementations for setting the sample adaptive offset (SAO) syntax elements in the H.265/HEVC standard are disclosed. Although these examples concern the H.265/HEVC standard and its SAO filter, the disclosed technology is more widely applicable to other video codecs that involve filtering operations (particularly multi-stage filtering operations) as part of their encoding and decoding processes."
216,"Methods and apparatus of processing cube face images are disclosed. According to embodiments of the present invention, one or more discontinuous boundaries within each assembled cubic frame are determined and used for selective filtering, where the filtering process is skipped at said one or more discontinuous boundaries within each assembled cubic frame when the filtering process is enabled. Furthermore, the filtering process is applied to one or more continuous areas in each assembled cubic frame."
